address,address2,almond,beverageonly,city,co_brander_cd,combostore,country,county,dma_cd,drivein,dunkincardenabled,faxnumber,fri_hours,k_cup,lat,lng,loyalty,mobile,mon_hours,phonenumber,postal,recordid,sat_hours,sitetype,statename,sun_hours,thu_hours,tue_hours,turbooven,wed_hours,wireless
3606 Bergenline Ave,,Y,N,Union City,,N,US,Hudson,501,N,Y,201-664-7995,05:00-21:00,Y,40.774349,-74.027381,Y,Y,05:00-21:00,201-866-7646,7087,310297,05:00-21:00,SI,NJ,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
218 E. 14th St,,Y,N,New York,,Y,US,New York,501,N,Y,212-532-6169,24HOURS,Y,40.732813,-73.986386,Y,Y,24HOURS,212-388-9992,10003,342911,24HOURS,EC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
8 Village Square East,,Y,N,Clifton,,N,US,Passaic,501,N,Y,732-821-1623,05:00-22:00,Y,40.875748,-74.122229,Y,Y,05:00-22:00,973-253-2211,7011,339999,05:00-22:00,IN,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
430 Route 17,,Y,N,Carlstadt,,N,US,Bergen,501,N,Y,201-672-0080,06:00-22:00,Y,40.835261,-74.086423,Y,Y,06:00-22:00,201-672-0020,7072,345670,06:00-22:00,IN,NJ,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
1427 Linden Blvd,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,--,24HOURS,Y,40.654987,-73.907377,Y,Y,24HOURS,718-385-6338,11212,336750,24HOURS,EC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
39 Monroe St,,Y,N,Passaic,,N,US,Passaic,501,N,Y,--,24HOURS,Y,40.86786,-74.116743,Y,Y,24HOURS,973-458-0213,7055,347841,24HOURS,GC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
Redwood Plaza Shopping Center,Route 7,Y,N,Milton,,N,US,CHITTENDEN,523,Y,Y,--,05:00-21:00,Y,44.653812,-73.117088,Y,Y,05:00-21:00,802-893-2820,5468,331841,05:00-21:00,GC,VT,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
700 Plaza Dr,Meadow Plaza Shopping Center,Y,N,Secaucus,,N,US,Hudson,501,N,Y,201-865-2127,06:00-23:30,Y,40.788612,-74.044778,Y,Y,06:00-22:30,201-617-9200,7094,330345,07:00-23:30,IN,NJ,08:00-22:30,06:00-22:30,06:00-22:30,Y,06:00-22:30,Y
2816 Palisades Ave,,Y,N,Weehawken,,N,US,Hudson,501,N,Y,201-348-0493,04:30-00:00,Y,40.769764,-74.027557,Y,Y,04:30-00:00,201-348-0495,7086,340350,05:00-00:00,EC,NJ,05:00-00:00,04:30-00:00,04:30-00:00,Y,04:30-00:00,Y
1720 Atlantic Ave,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,718-756-1011,05:00-22:00,Y,40.677144,-73.933762,Y,Y,05:00-22:00,718-756-1011,11213,345816,05:00-22:00,IN,NY,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
536 Avenue Of The Americas,,Y,N,New York,BRD,Y,US,New York,501,N,Y,--,06:00-23:00,Y,40.737527,-73.996508,Y,Y,06:00-23:00,212-727-0444,10011,308379,07:00-22:00,SI,NY,07:00-23:00,06:00-23:00,06:00-23:00,Y,06:00-23:00,Y
100 1st Ave,,Y,N,New York,,Y,US,New York,501,N,Y,--,06:00-22:00,Y,40.726422,-73.985972,Y,Y,06:00-22:00,212-420-7031,10009,342968,06:00-22:00,EC,NY,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
1375 Rockaway Parkway,,Y,N,Brooklyn,,Y,US,Kings,501,N,Y,718-257-6591,24HOURS,Y,40.64621,-73.90333,Y,Y,24HOURS,718-257-6490,11236,340356,24HOURS,EC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
67 Cooper Sq,,,N,New York,,N,US,New York,501,N,Y,--,05:00-23:00,Y,40.729076,-73.990143,Y,Y,05:00-23:00,646-678-4137,10003,350809,05:00-23:00,SI,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
241-A Rockaway Pkwy,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,--,24HOURS,Y,40.66163,-73.92036,Y,Y,24HOURS,718-240-9011,11212,340467,24HOURS,EC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2092 Rockaway Pky,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.631819,-73.888364,Y,Y,05:00-23:00,718-251-1052,11236,308107,05:00-23:00,IN,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
573 Lafayette Ave,,Y,N,Brooklyn,,Y,US,Kings,501,N,Y,--,05:00-00:00,Y,40.690075,-73.951629,Y,Y,05:00-23:00,718-230-4145,11205,341842,05:00-00:00,SI,NY,05:00-00:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
490 Haledon Ave,,Y,N,Haledon,,N,US,PASSAIC,501,N,Y,201-333-8637,24HOURS,Y,40.940037,-74.184972,Y,Y,24HOURS,973-595-1831,7508,302427,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
250 E Houston St,,Y,N,New York,,Y,US,NEW YORK,501,N,Y,--,24HOURS,Y,40.721895,-73.984735,Y,Y,24HOURS,212-388-1637,10002,339351,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
400 Route 3,,Y,N,Secaucus,HES,N,US,Hudson,501,N,N,--,24HOURS,Y,40.791096,-74.053288,,N,24HOURS,201-601-0596,7094,347804,24HOURS,HE,NJ,24HOURS,24HOURS,24HOURS,N,24HOURS,E
289 Utica Ave,,,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,,40.668168,-73.931122,Y,Y,05:00-23:00,917-596-4976,11213,352505,05:00-23:00,SI,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,N
11320 Beach Channel Dr,,Y,N,Far Rockaway,,Y,US,Queens,501,Y,Y,--,24HOURS,Y,40.58261,-73.836638,Y,Y,24HOURS,347-230-4599,11694,351930,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
406 6th Ave,,Y,N,New York,,Y,US,New York,501,N,Y,--,06:00-23:00,Y,40.733726,-73.999289,Y,Y,06:00-23:00,212-677-5985,10011,349875,07:00-23:00,SI,NY,07:00-22:00,06:00-23:00,06:00-23:00,Y,06:00-23:00,Y
126 Broadway,,Y,N,Paterson,,N,US,Passaic,501,N,Y,--,05:00-21:00,Y,40.918763,-74.170267,Y,Y,05:00-21:00,201-279-3282,7505,307378,05:00-21:00,EC,NJ,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
251 Market St,,Y,N,Paterson,,Y,US,PASSAIC,501,N,Y,973-523-2406,05:00-00:00,Y,40.915749,-74.167841,Y,Y,05:00-00:00,973-523-0027,7505,341929,05:00-00:00,SE,NJ,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
443 Paterson Ave,,Y,N,Wallington,BRD,Y,US,BERGEN,501,N,Y,973-253-2837,24HOURS,Y,40.842578,-74.104436,Y,Y,24HOURS,201-939-7405,7057,301302,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1351 Paterson Plank Rd,,Y,N,Secaucus,,N,US,Hudson,501,N,Y,201-865-2127,24HOURS,Y,40.792157,-74.058582,Y,Y,24HOURS,201-865-7384,7094,307009,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
102 Rt 120,New Meadowlands Stadium,,,E Rutherford,DNC,N,US,Bergen,501,N,N,--,10:00-00:00,,40.81308,-74.078343,,N,10:00-00:00,201-679-0228,7073,349370,10:00-00:00,ST,NJ,10:00-00:00,10:00-00:00,10:00-00:00,,10:00-00:00,E
102 Rte 120,New Meadowlands Stadium,,,E Rutherford,DNC,N,US,Bergen,501,N,N,--,10:00-00:00,,40.81308,-74.078343,,N,10:00-00:00,201-679-0228,7073,349289,10:00-00:00,ST,NJ,10:00-00:00,10:00-00:00,10:00-00:00,,10:00-00:00,E
102 Route 120,New Meadowlands Stadium,,,E Rutherford,DNC,N,US,Bergen,501,N,N,--,10:00-00:00,,40.81308,-74.078343,,N,10:00-00:00,201-679-0228,7073,349369,10:00-00:00,ST,NJ,10:00-00:00,10:00-00:00,10:00-00:00,,10:00-00:00,E
269 Beach 116th St,,Y,N,Far Rockaway,,Y,US,Queens,501,N,Y,--,24HOURS,Y,40.581153,-73.838172,Y,Y,24HOURS,718-318-9500,11694,337565,24HOURS,IN,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
140 Delancey Street,,Y,N,New York,,Y,US,NEW YORK,501,N,Y,--,24HOURS,Y,40.718324,-73.986904,Y,Y,24HOURS,212-777-2003,10002,340537,24HOURS,IN,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
234 Thompson St,,Y,N,New York,,N,US,New York,501,N,Y,212-375-9999,06:00-22:00,Y,40.729504,-73.998434,Y,Y,06:00-22:00,202-554-2391,10012,346983,06:00-22:00,SI,NY,06:00-23:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
75 Christopher St,,Y,N,New York,,N,US,New York,501,N,Y,--,06:00-00:00,Y,40.733638,-74.003045,Y,Y,06:00-22:00,212-691-3138,10014,340112,06:00-00:00,SI,NY,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
20 Meadowlands Pky,,Y,N,Secaucus,,Y,US,HUDSON,501,Y,Y,201-573-8849,24HOURS,Y,40.797626,-74.065404,Y,Y,24HOURS,201-617-0100,7094,340230,24HOURS,EC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2000 Bergenline Ave,,Y,N,Union City,,N,US,Hudson,501,N,Y,201-330-1616,05:00-22:00,Y,40.764877,-74.03408,Y,Y,05:00-22:00,201-330-1616,7087,344091,05:00-22:00,SE,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1309 Fulton St,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,718-788-1528,06:00-23:00,Y,40.680482,-73.948915,Y,Y,06:00-23:00,718-636-7823,11216,300882,06:00-23:00,SI,NY,06:00-23:00,06:00-23:00,06:00-23:00,Y,06:00-23:00,Y
6 Main St,,Y,N,Wallington,,N,US,Bergen,501,N,Y,--,05:00-23:00,Y,40.854353,-74.118843,Y,Y,05:00-23:00,973-458-0570,7057,342346,05:00-23:00,GC,NJ,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
8925 Avenue D,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.645457,-73.912784,Y,Y,05:00-23:00,718-451-1213,11236,349646,05:00-23:00,EC,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
11 Central Ave,Main Ave,Y,N,Passaic,,N,US,PASSAIC,501,N,Y,973-644-0220,24HOURS,Y,40.863229,-74.127553,Y,Y,24HOURS,973-779-1913,7055,304702,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
7 Smith St,,Y,N,Paterson,,N,US,Passaic,501,N,Y,--,06:00-19:00,Y,40.915398,-74.173068,Y,Y,06:00-19:00,201-279-5629,7505,302000,06:00-19:00,EC,NJ,08:00-19:00,06:00-19:00,06:00-19:00,Y,06:00-19:00,Y
5901 Church Avenue,,Y,N,Brooklyn,,Y,US,KINGS,501,Y,Y,--,24HOURS,Y,40.65274,-73.921715,Y,Y,24HOURS,718-342-0050,11203,339657,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2109 Kennedy Blvd,# 2127,Y,N,North Bergen,,N,US,Hudson,501,N,Y,201-845-5554,04:00-22:00,Y,40.768916,-74.040423,Y,Y,04:00-22:00,201-863-0500,7047,343031,04:00-22:00,SE,NJ,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
1212 Madison Avenue,,Y,N,Paterson,,Y,US,PASSAIC,501,Y,Y,--,24HOURS,Y,40.899996,-74.160685,Y,Y,24HOURS,973-523-4200,7503,335170,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
351 Grand St,,Y,N,New York,,N,US,New York,501,N,Y,646-895-9763,06:00-22:00,Y,40.716895,-73.989526,Y,Y,06:00-22:00,646-895-9675,10002,351891,06:00-22:00,SI,NY,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
1578 Main Ave,,Y,N,Clifton,,N,US,Passaic,501,N,Y,--,05:00-22:00,Y,40.888081,-74.151433,Y,Y,05:00-22:00,973-546-9719,7011,307407,05:00-22:00,IN,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1209 Main Ave,,Y,N,Clifton,,N,US,Passaic,501,N,Y,--,24HOURS,Y,40.876836,-74.141653,Y,Y,24HOURS,973-340-8245,7011,300459,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
513 Myrtle Ave,,,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.693276,-73.967386,Y,Y,05:00-23:00,917-596-4976,11205,352504,05:00-23:00,SE,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,N
1151 Fulton St,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,24HOURS,Y,40.68121,-73.95546,Y,Y,24HOURS,718-975-2177,11216,351216,24HOURS,SE,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
610 Utica Ave,,Y,N,Brooklyn,BRD,Y,US,Kings,501,N,Y,--,24HOURS,Y,40.6585,-73.93146,Y,Y,24HOURS,718-604-0470,11203,330348,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
300 Route 17,BJ's Wholesale Club,Y,N,East Rutherford,,N,US,Bergen,501,N,Y,973-253-2837,06:30-22:30,Y,40.82413,-74.096587,Y,Y,06:30-22:30,201-460-0941,7073,343350,06:30-22:30,MM,NJ,06:30-22:30,06:30-22:30,06:30-22:30,Y,06:30-22:30,Y
490 Chamberlain Ave,,Y,N,Paterson,,N,US,Passaic,501,N,Y,877-849-2160,05:00-22:00,Y,40.926979,-74.187729,Y,Y,05:00-22:00,973-925-4079,7522,345789,05:00-22:00,IN,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1810 Tonnelle Ave,,Y,N,North Bergen,,N,US,Hudson,501,Y,Y,201-223-5512,24HOURS,Y,40.768288,-74.044884,Y,Y,24HOURS,201-223-5512,7047,338690,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
395 Hudson St,,Y,N,New York,,Y,US,NEW YORK,501,N,Y,--,06:00-21:30,Y,40.729354,-74.007149,Y,Y,06:00-21:30,212-229-2515,10014,341139,06:00-21:00,EC,NY,06:00-21:00,06:00-21:30,06:00-21:30,Y,06:00-21:30,Y
8301 Flatlands Ave,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,--,24HOURS,Y,40.63731,-73.9111,Y,Y,24HOURS,718-531-4469,11236,302267,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
201 Madison St,,Y,N,New York,,Y,US,New York,501,N,Y,212-566-5072,24HOURS,Y,40.712621,-73.990462,Y,Y,24HOURS,212-566-5071,10002,351339,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
175 Varick St,,Y,N,New York,,N,US,New York,501,N,Y,212-914-7062,06:00-22:00,Y,40.727248,-74.00559,Y,Y,06:00-22:00,212-924-7060,10014,340355,06:00-18:00,SI,NY,06:00-18:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
149 Canal St,,Y,N,New York,,N,US,New York,501,N,Y,--,05:00-23:00,Y,40.716408,-73.995593,Y,Y,05:00-22:00,212-775-8310,10002,349923,05:00-23:00,SI,NY,05:00-23:00,05:00-23:00,05:00-22:00,Y,05:00-22:00,Y
56 Park Ave,,Y,N,Rutherford,,N,US,Bergen,501,N,Y,--,24HOURS,Y,40.82783,-74.103291,Y,Y,24HOURS,201-935-0346,7070,335625,24HOURS,SI,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1200 Grand St,Unit 4,Y,N,Hoboken,,N,US,Hudson,501,N,Y,201-451-8614,05:00-22:00,Y,40.752302,-74.032989,Y,Y,05:00-22:00,201-217-8778,7030,345305,05:00-22:00,SE,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,E
125 Lafayette St,,Y,N,New York,,N,US,New York,501,N,Y,--,05:00-22:00,Y,40.718765,-74.000009,Y,Y,05:00-22:00,212-226-2333,10013,347026,06:00-22:00,SI,NY,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
5708 Clarendon Road,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:30-20:00,Y,40.644561,-73.922536,Y,Y,05:30-20:00,718-451-1104,11203,348052,05:30-20:00,IN,NY,05:30-20:00,05:30-20:00,05:30-20:00,Y,05:30-20:00,Y
432 Beach 129th St,,Y,N,Belle Harbor,,N,US,Queens,501,N,Y,718-634-4037,05:00-23:00,Y,40.578876,-73.849477,Y,Y,05:00-23:00,718-634-3047,11694,345809,05:00-23:00,IN,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
542 Eastern Pkwy,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,24HOURS,Y,40.669397,-73.950461,Y,Y,24HOURS,718-221-0036,11225,348270,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
139 Centre St,Unit 109,Y,N,New York,,N,US,New York,501,N,Y,--,05:00-22:00,Y,40.71746,-74.00037,Y,Y,05:00-22:00,212-226-8980,10013,350331,06:00-22:00,SI,NY,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
381 Canal St,,Y,N,New York,,N,US,New York,501,N,Y,--,24HOURS,Y,40.721498,-74.00467,Y,Y,24HOURS,212-226-4661,10013,344513,24HOURS,SE,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
139 McBride Ave,#147,Y,N,Paterson,,N,US,Passaic,501,Y,Y,973-278-2062,24HOURS,Y,40.913226,-74.182188,Y,Y,24HOURS,973-278-2091,7501,336360,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
131-147 Rte 17 N,Lukoil,Y,N,Rutherford,KUK,N,US,Bergen,501,Y,Y,201-939-2887,05:00-23:00,Y,40.820307,-74.100487,Y,Y,05:00-23:00,201-939-0702,7070,347095,05:00-23:00,FS,NJ,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
700 Washington Ave,,Y,N,Hoboken,,N,US,HUDSON,501,N,Y,201-798-0444,05:00-00:00,Y,40.744872,-74.028817,Y,Y,05:00-00:00,201-798-0444,7030,338668,05:00-00:00,EC,NJ,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
1556 Ralph Ave,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,--,05:00-23:00,Y,40.639007,-73.919268,Y,Y,05:00-22:00,718-574-4539,11236,341574,05:00-23:00,EC,NY,05:00-23:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
50 State Rt 120,Izod Center,,Y,East Rutherford,,N,US,BERGEN,501,N,N,--,,N,40.816749,-74.097615,,N,,201-935-5660,7073,331372,,ST,NJ,,,,N,,E
704 Kennedy Blvd,,Y,N,Union City,BRD,Y,US,HUDSON,501,N,Y,973-253-9750,24HOURS,Y,40.758755,-74.044816,Y,Y,24HOURS,201-866-8648,7087,304619,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
321 Broadway,,Y,N,New York,,Y,US,New York,501,N,Y,212-577-7510,07:00-19:00,Y,40.715991,-74.004985,Y,Y,07:00-19:00,212-577-7550,10007,307108,07:00-19:00,SI,NY,07:00-19:00,07:00-19:00,07:00-19:00,Y,07:00-19:00,Y
74 US Route 1,,Y,N,Bucksport,,N,US,Hancock,537,Y,Y,--,05:00-21:00,Y,44.570844,-68.783015,Y,Y,05:00-21:00,207-469-3433,4416,307219,05:00-21:00,FS,ME,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
506 Clarkson Ave,,,N,Brooklyn,STD,Y,US,Kings,501,N,Y,--,05:00-23:00,Y,40.65575,-73.94268,Y,Y,05:00-23:00,718-953-7823,11203,361816,05:00-23:00,IN,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
214 Washington St,,Y,N,Hoboken,BRD,N,US,Hudson,501,N,Y,--,24HOURS,Y,40.739235,-74.030542,Y,Y,24HOURS,201-222-6777,7030,304480,24HOURS,IN,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
308 Willow Ave,Hoboken University Medical Ctr,Y,N,Hoboken,,N,US,Hudson,501,N,Y,--,04:00-00:00,Y,40.741335,-74.033767,Y,Y,04:00-00:00,201-222-8912,7030,348868,04:00-00:00,HM,NJ,04:00-00:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,Y
625 Atlantic Ave,Atlantic Center Mall,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,09:00-21:00,Y,40.68365,-73.97542,Y,Y,09:00-21:00,718-789-2892,11217,349735,09:00-21:00,FC,NY,09:00-21:00,09:00-21:00,09:00-21:00,Y,09:00-21:00,Y
1930 Ralph Ave,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-21:00,Y,40.630492,-73.919092,Y,Y,05:00-21:00,--,11234,345224,05:00-21:00,IN,NY,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
17 Flatbush Ave,,Y,N,Brooklyn,BRD,N,US,KINGS,501,N,Y,--,05:00-22:00,Y,40.68817,-73.98056,Y,Y,05:00-22:00,718-338-0530,11217,339431,05:00-22:00,FS,NY,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
100 Chambers St,,Y,N,New York,,Y,US,NEW YORK,501,N,Y,212-619-1221,24HOURS,Y,40.714744,-74.007839,Y,Y,24HOURS,212-608-1601,10007,341501,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
40 Hudson Pl,,Y,N,Hoboken,,N,US,Hudson,501,N,Y,--,24HOURS,Y,40.735993,-74.029446,Y,Y,24HOURS,201-792-3113,7030,338867,24HOURS,IN,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
250 Broadway,,Y,N,New York,,N,US,NEW YORK,501,N,Y,212-732-0206,05:00-21:00,Y,40.712974,-74.007105,Y,Y,05:00-21:00,212-732-0406,10007,307107,07:00-19:00,IN,NY,07:00-19:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
161 Union Ave,,Y,N,Paterson,,N,US,PASSAIC,501,N,Y,973-904-3824,24HOURS,Y,40.915505,-74.194484,Y,Y,24HOURS,973-904-1411,7502,300687,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
322 Livingston St,,Y,N,Brooklyn,,Y,US,Kings,501,N,Y,--,05:30-21:00,Y,40.688026,-73.981885,Y,Y,05:30-21:00,718-858-4218,11217,349244,07:00-20:30,SI,NY,07:00-20:30,05:30-21:00,05:30-21:00,Y,05:30-21:00,Y
130 Church St,,Y,N,New York,,N,US,New York,501,N,Y,--,24HOURS,Y,40.714155,-74.008661,Y,Y,24HOURS,212-608-3512,10007,340611,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
76 Main Ave,# 98,Y,N,Passaic,,N,US,Passaic,501,N,Y,877-849-2160,05:00-22:00,Y,40.842207,-74.130871,Y,Y,05:00-22:00,973-470-8200,7055,347608,05:00-22:00,EC,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
578 Atlantic Ave,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,--,24HOURS,Y,40.684356,-73.978662,Y,Y,24HOURS,718-596-6029,11217,340441,24HOURS,SE,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
387 Jay St,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-00:00,Y,40.6923,-73.9872,Y,Y,05:00-00:00,347-689-4067,11201,350503,05:00-00:00,SI,NY,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
216 County Ave,,Y,N,Secaucus,,N,US,Hudson,501,N,Y,--,24HOURS,Y,40.771182,-74.065699,Y,Y,24HOURS,201-863-2001,7094,342860,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
132 Nassau St,,Y,N,New York,,N,US,New York,501,N,Y,212-766-6587,24HOURS,Y,40.711056,-74.006579,Y,Y,24HOURS,212-766-6586,10038,340908,24HOURS,EC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
531 Van Houten Ave,,Y,N,Clifton,,N,US,PASSAIC,501,Y,Y,--,24HOURS,Y,40.856137,-74.145012,Y,Y,24HOURS,973-777-9531,7013,332236,24HOURS,SE,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
64 Fulton St,,Y,N,New York,,N,US,New York,501,N,Y,--,05:30-21:00,Y,40.708727,-74.005239,Y,Y,05:30-21:00,212-566-5064,10038,347025,06:00-20:00,SI,NY,06:00-20:00,05:30-21:00,05:30-21:00,Y,05:30-21:00,Y
122 Fulton St,,Y,N,New York,,N,US,New York,501,N,Y,--,24HOURS,Y,40.71017,-74.00761,Y,Y,24HOURS,212-227-0991,10038,351200,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
6620 Avenue U,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,--,05:00-23:00,Y,40.617236,-73.909718,Y,Y,05:00-23:00,718-241-4064,11234,310149,05:00-23:00,IN,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,E
56 Court St,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,718-788-1528,06:00-20:00,Y,40.692152,-73.991323,Y,Y,06:00-20:00,718-625-2068,11201,307815,07:00-19:00,SI,NY,07:00-19:00,06:00-20:00,06:00-20:00,Y,06:00-20:00,E
400 Newark St,,Y,N,Hoboken,,N,US,Hudson,501,N,Y,--,24HOURS,Y,40.737457,-74.037246,Y,Y,24HOURS,201-222-6959,7030,331553,24HOURS,IN,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
817 Clifton Ave,,Y,N,Clifton,,N,US,Passaic,501,N,Y,973-667-8318,24HOURS,Y,40.866515,-74.157572,Y,Y,24HOURS,973-365-0158,7013,340936,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
40 Empire Blvd.,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,212-862-7946,24HOURS,Y,40.663134,-73.961396,Y,Y,24HOURS,718-284-9305,11225,337503,24HOURS,SE,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2 Cortlandt St,aka 173 Broadway,Y,N,New York,,N,US,New York,501,N,Y,--,05:00-21:00,N,40.709935,-74.010168,Y,Y,05:00-21:00,212-566-3921,10007,348319,07:00-19:00,SI,NY,07:00-19:00,05:00-21:00,05:00-21:00,N,05:00-21:00,E
